#! FIELDS cv1 cv2 file.free der_cv1 der_cv2
#! SET min_cv1 0.0
#! SET max_cv1 8.0
#! SET nbins_cv1  201
#! SET periodic_cv1 false
#! SET min_cv2 0.0
#! SET max_cv2 6.0
#! SET nbins_cv2  151
#! SET periodic_cv2 false
   0.000000000   0.000000000  28.529818243   -4.891335087   -5.219796684
   0.000000000   0.040000000  28.321026376   -5.180598204   -5.307167874
   0.000000000   0.080000000  28.105244814   -5.480908727   -5.478861042
   0.000000000   0.120000000  27.882717493   -5.791894729   -5.643775915
   0.000000000   0.160000000  27.653742740   -6.113101355   -5.800536451
   0.000000000   0.200000000  27.418674577   -6.443988837   -5.947739355
   0.000000000   0.240000000  27.177923592   -6.783931152   -6.083965215
   0.000000000   0.280000000  26.931957359   -7.132215399   -6.207790495
   0.000000000   0.320000000  26.681300352   -7.488041921   -6.317800289
   0.000000000   0.360000000  26.426533336   -7.850525233   -6.412601714
   0.000000000   0.400000000  26.168292215   -8.218695782   -6.490837797
   0.000000000   0.440000000  25.907266313   -8.591502567   -6.551201735
   0.000000000   0.480000000  25.644196076   -8.967816636   -6.592451332
   0.000000000   0.520000000  25.379870206   -9.346435473   -6.613423461
   0.000000000   0.560000000  25.115122200   -9.726088253   -6.613048356
   0.000000000   0.600000000  24.850826337   -10.105441976   -6.590363559
   0.000000000   0.640000000  24.587893115   -10.483108421   -6.544527309
   0.000000000   0.680000000  24.327264153   -10.857651914   -6.474831195
   0.000000000   0.720000000  24.069906619   -11.227597827   -6.380711881
   0.000000000   0.760000000  23.816807202   -11.591441771   -6.261761703
   0.000000000   0.800000000  23.568965683   -11.947659396   -6.117737983
   0.000000000   0.840000000  23.327388164   -12.294716711   -5.948570878
   0.000000000   0.880000000  23.093080013   -12.631080846   -5.754369621
   0.000000000   0.920000000  22.867038594   -12.955231135   -5.535427028
   0.000000000   0.960000000  22.650245850   -13.265670425   -5.292222154
   0.000000000   1.000000000  22.443660822   -13.560936481   -5.025421011
   0.000000000   1.040000000  22.248212170   -13.839613388   -4.735875294
   0.000000000   1.080000000  22.064790798   -14.100342796   -4.424619074
   0.000000000   1.120000000  21.894242644   -14.341834920   -4.092863455
   0.000000000   1.160000000  21.737361722   -14.562879136   -3.741989215
   0.000000000   1.200000000  21.594883506   -14.762354078   -3.373537492
   0.000000000   1.240000000  21.467478722   -14.939237103   -2.989198584
   0.000000000   1.280000000  21.355747620   -15.092613019   -2.590798981
   0.000000000   1.320000000  21.260214804   -15.221681969   -2.180286772
   0.000000000   1.360000000  21.181324678   -15.325766380   -1.759715565
   0.000000000   1.400000000  21.119437559   -15.404316884   -1.331227140
   0.000000000   1.440000000  21.074826507   -15.456917149   -0.897033004
   0.000000000   1.480000000  21.047674918   -15.483287559   -0.459395098
   0.000000000   1.520000000  21.038074899   -15.483287682   -0.020605874
   0.000000000   1.560000000  21.046026448   -15.456917523   0.417032001
   0.000000000   1.600000000  21.071437459   -15.404317519   0.851226075
   0.000000000   1.640000000  21.114124534   -15.325767298   1.279714404
   0.000000000   1.680000000  21.173814611   -15.221683198   1.700285480
   0.000000000   1.720000000  21.250147373   -15.092614596   2.110797522
   0.000000000   1.760000000  21.342678413   -14.939239076   2.509196917
   0.000000000   1.800000000  21.450883126   -14.762356506   2.893535573
   0.000000000   1.840000000  21.574161259   -14.562882089   3.261986996
   0.000000000   1.880000000  21.711842086   -14.341838481   3.612860882
   0.000000000   1.920000000  21.863190130   -14.100347063   3.944616088
   0.000000000   1.960000000  22.027411373   -13.839618474   4.255871829
   0.000000000   2.000000000  22.203659876   -13.560942517   4.545416995
   0.000000000   2.040000000  22.391044732   -13.265677560   4.812217507
   0.000000000   2.080000000  22.588637276   -12.955239541   5.055421663
   0.000000000   2.120000000  22.795478465   -12.631090716   5.274363442
   0.000000000   2.160000000  23.010586352   -12.294728264   5.468563781
   0.000000000   2.200000000  23.232963568   -11.947672877   5.637729856
   0.000000000   2.240000000  23.461604740   -11.591457454   5.781752426
   0.000000000   2.280000000  23.695503762   -11.227616013   5.900701327
   0.000000000   2.320000000  23.933660846   -10.857672936   5.994819233
   0.000000000   2.360000000  24.175089301   -10.483132640   6.064513805
   0.000000000   2.400000000  24.418821951   -10.105469778   6.110348382
   0.000000000   2.440000000  24.663917171   -9.726120047   6.133031384
   0.000000000   2.480000000  24.909464462   -9.346471677   6.133404592
   0.000000000   2.520000000  25.154589538   -8.967857668   6.112430500
   0.000000000   2.560000000  25.398458902   -8.591548818   6.071178927
   0.000000000   2.600000000  25.640283853   -8.218747586   6.010813089
   0.000000000   2.640000000  25.879323949   -7.850582817   5.932575315
   0.000000000   2.680000000  26.114889878   -7.488105331   5.837772602
   0.000000000   2.720000000  26.346345757   -7.132284404   5.727762207
   0.000000000   2.760000000  26.573110854   -6.784005095   5.603937423
   0.000000000   2.800000000  26.794660751   -6.444066436   5.467713743
   0.000000000   2.840000000  27.010527954   -6.113180424   5.320515528
   0.000000000   2.880000000  27.220301993   -5.791971788   5.163763352
