#! FIELDS xi file.free der_xi
#! SET min_xi 0.0
#! SET max_xi 10.0
#! SET nbins_xi  501
#! SET periodic_xi false
   0.000000000  25.994932389   -5.095004199
   0.020000000  25.893032305   -5.167347938
   0.040000000  25.788238472   -5.314442417
   0.060000000  25.680454608   -5.466334167
   0.080000000  25.569585105   -5.622982177
   0.100000000  25.455535321   -5.784329939
   0.120000000  25.338211907   -5.950304727
   0.140000000  25.217523132   -6.120816893
   0.160000000  25.093379232   -6.295759199
   0.180000000  24.965692764   -6.475006173
   0.200000000  24.834378985   -6.658413512
   0.220000000  24.699356224   -6.845817525
   0.240000000  24.560546284   -7.037034624
   0.260000000  24.417874839   -7.231860874
   0.280000000  24.271271849   -7.430071595
   0.300000000  24.120671975   -7.631421031
   0.320000000  23.966015007   -7.835642094
   0.340000000  23.807246291   -8.042446168
   0.360000000  23.644317161   -8.251523011
   0.380000000  23.477185371   -8.462540720
   0.400000000  23.305815532   -8.675145800
   0.420000000  23.130179539   -8.888963313
   0.440000000  22.950256999   -9.103597132
   0.460000000  22.766035654   -9.318630286
   0.480000000  22.577511788   -9.533625409
   0.500000000  22.384690637   -9.748125298
   0.520000000  22.187586776   -9.961653569
   0.540000000  21.986224494   -10.173715432
   0.560000000  21.780638159   -10.383798566
   0.580000000  21.570872552   -10.591374107
   0.600000000  21.356983194   -10.795897751
   0.620000000  21.139036642   -10.996810959
   0.640000000  20.917110756   -11.193542280
   0.660000000  20.691294951   -11.385508767
   0.680000000  20.461690405   -11.572117513
   0.700000000  20.228410250   -11.752767279
   0.720000000  19.991579714   -11.926850220
   0.740000000  19.751336241   -12.093753706
   0.760000000  19.507829566   -12.252862234
   0.780000000  19.261221752   -12.403559414
   0.800000000  19.011687189   -12.545230040
   0.820000000  18.759412550   -12.677262225
   0.840000000  18.504596700   -12.799049595
   0.860000000  18.247450567   -12.909993542
   0.880000000  17.988196959   -13.009505517
   0.900000000  17.727070346   -13.097009358
   0.920000000  17.464316584   -13.171943641
   0.940000000  17.200192600   -13.233764054
   0.960000000  16.934966022   -13.281945762
   0.980000000  16.668914770   -13.315985774
   1.000000000  16.402326591   -13.335405291
   1.020000000  16.135498558   -13.339752020
   1.040000000  15.868736510   -13.328602446
   1.060000000  15.602354460   -13.301564059
   1.080000000  15.336673948   -13.258277502
   1.100000000  15.072023360   -13.198418654
   1.120000000  14.808737202   -13.121700620
   1.140000000  14.547155335   -13.027875615
   1.160000000  14.287622177   -12.916736748
   1.180000000  14.030485865   -12.788119673
   1.200000000  13.776097390   -12.641904115
   1.220000000  13.524809701   -12.478015247
   1.240000000  13.276976781   -12.296424920
   1.260000000  13.032952704   -12.097152731
   1.280000000  12.793090671   -11.880266916
   1.300000000  12.557742027   -11.645885079
   1.320000000  12.327255268   -11.394174727
   1.340000000  12.101975038   -11.125353619
   1.360000000  11.882241123   -10.839689926
   1.380000000  11.668387441   -10.537502193
   1.400000000  11.460741036   -10.219159096
   1.420000000  11.259621077   -9.885079003
   1.440000000  11.065337876   -9.535729330
   1.460000000  10.878191904   -9.171625700
   1.480000000  10.698472848   -8.793330892
   1.500000000  10.526458669   -8.401453604
   1.520000000  10.362414703   -7.996647013
   1.540000000  10.206592788   -7.579607149
   1.560000000  10.059230418   -7.151071086
   1.580000000  9.920549945   -6.711814955
   1.600000000  9.790757819   -6.262651791
   1.620000000  9.670043873   -5.804429211
   1.640000000  9.558580651   -5.338026956
   1.660000000  9.456522795   -4.864354280
   1.680000000  9.364006480   -4.384347217
   1.700000000  9.281148906   -3.898965731
   1.720000000  9.208047850   -3.409190762
   1.740000000  9.144781276   -2.916021178
   1.760000000  9.091407003   -2.420470662
   1.780000000  9.047962449   -1.923564522
   1.800000000  9.014464422   -1.426336466
   1.820000000  8.990908990   -0.929825338
   1.840000000  8.977271409   -0.435071840
   1.860000000  8.973506117   0.056884749
   1.880000000  8.979546799   0.545009840
   1.900000000  8.995306510   1.028276776
